Transaction ID,Date,Store ID,Product ID,Category,Sub-Category,Quantity Sold,Price,Discount,Total Sales,Customer ID,Payment Method,Store Location,Customer Age,Customer Gender,Customer Segment,Loyalty Program,Feedback Rating,Employee ID,Store Type
T0001118,2023-03-28,S012,P00034,Toys,Action Figures,9,93.08,0.24,636.67,b83ae84f-85ce-454e-a33e-359e7fa0024a,Credit Card,"Port Danielburgh, Bahrain",38,Male,VIP,No,5,E0347,Outlet
T0001119,2024-02-17,S004,P00497,Toys,Board Games,9,215.75,0.06,1825.24,46413dd4-da50-408f-8753-37b4b829b7ea,Online Payment,"Nancyport, Mongolia",23,Male,VIP,Yes,3,E0063,Online
T0001120,2024-01-12,S018,P00916,Electronics,Laptops,3,83.09,0.21,196.92,52a9dbec-4f06-4649-94dc-2de043afd000,Cash,"Jonesstad, Antarctica (the territory South of 60 deg S)",39,Female,VIP,No,1,E0019,Outlet
T0001121,2024-06-25,S029,P00345,Toys,Dolls,1,657.5,0.05,624.62,87b32ae2-b00e-4dd0-b4b1-cd12e85d67e5,Cash,"South John, Montenegro",36,Male,VIP,Yes,2,E0025,Outlet
T0001122,2024-02-27,S077,P00070,Furniture,Chairs,9,151.27,0.06,1279.74,f15e835a-a698-424e-a67c-2f5e4b263544,Cash,"Lake Maria, Sweden",20,Female,Regular,Yes,4,E0011,Outlet
T0001123,2024-06-05,S033,P00748,Groceries,Vegetables,3,914.07,0.13,2385.72,d2f59bf1-c00f-4c5c-a264-b0357e26f097,Credit Card,"Lake Emilychester, Wallis and Futuna",69,Female,Regular,Yes,4,E0371,Supermarket
T0001124,2024-02-24,S013,P00566,Clothing,Jackets,5,338.19,0.1,1521.86,17ba6683-23d5-4f5e-978a-88220cd62b3c,Credit Card,"Gordonfort, Chile",65,Male,VIP,No,4,E0273,Outlet
T0001125,2024-07-12,S095,P00004,Clothing,Shoes,9,981.98,0.01,8749.44,585d102d-42e3-4f88-8190-a8021bf3670d,Credit Card,"Jonesbury, Antigua and Barbuda",55,Female,Regular,No,3,E0284,Supermarket
T0001126,2024-08-21,S040,P00891,Groceries,Snacks,5,248.17,0.16,1042.31,30ed230c-3fff-4b82-9254-4e1be175ce44,Online Payment,"Martinstad, Guinea",21,Female,Regular,No,5,E0216,Supermarket
T0001127,2023-02-23,S063,P00887,Electronics,Laptops,5,425.97,0.07,1980.76,7c6c2d7a-4c6a-4974-a6eb-b3a8138dd47f,Online Payment,"Reidmouth, Netherlands Antilles",21,Female,VIP,Yes,4,E0036,Outlet
T0001128,2023-04-19,S040,P00924,Furniture,Beds,4,413.35,0.01,1636.87,e3e908e1-0680-4a44-a6df-6b7fcaf2c56e,Online Payment,"New Valerie, Palau",49,Male,Regular,No,5,E0372,Outlet
T0001129,2023-06-14,S024,P00172,Toys,Dolls,3,495.85,0.17,1234.67,3cb8d428-2fa7-40e2-bbe1-472cc94797e0,Credit Card,"Seantown, Namibia",70,Male,VIP,Yes,5,E0336,Supermarket
T0001130,2023-10-12,S089,P00722,Toys,Dolls,8,638.42,0.02,5005.21,36eb0dc0-d0de-4bf0-86ce-a7c54b341ba4,Cash,"Lake William, Senegal",34,Female,Regular,No,1,E0325,Online
T0001131,2023-07-06,S001,P00174,Groceries,Vegetables,7,396.63,0.05,2637.59,92e2638a-2c73-402e-ace3-7a66aaef9380,Online Payment,"Huangside, Mauritius",63,Female,Regular,Yes,3,E0258,Online
T0001132,2022-12-16,S072,P00498,Groceries,Vegetables,8,748.04,0.22,4667.77,7700ed11-9340-44e5-9d01-b961b8c5205b,Online Payment,"East Timothy, Seychelles",61,Female,VIP,Yes,2,E0233,Supermarket
T0001133,2024-01-05,S044,P00958,Furniture,Tables,3,708.99,0.14,1829.19,be888502-ea26-4fd0-b02d-8aad3bca09d0,Credit Card,"Hooverburgh, Anguilla",48,Female,VIP,Yes,3,E0456,Outlet
T0001134,2024-01-02,S095,P00378,Electronics,Smartphones,5,842.31,0.15,3579.82,8dcad8e2-6cec-4ce2-bf11-26f41f5594a0,Online Payment,"Juanfurt, Pakistan",38,Female,Regular,No,3,E0387,Supermarket
T0001135,2024-07-17,S071,P00662,Groceries,Fruits,8,845.46,0.13,5884.4,91cb2e05-fe1b-40e4-9116-ded133d5c41c,Cash,"Dannyland, Bhutan",51,Male,VIP,Yes,5,E0236,Supermarket
T0001136,2023-04-17,S029,P00748,Electronics,Smartphones,4,122.25,0.14,420.54,190f80b2-4896-475f-9ada-69fb3dd9e986,Credit Card,"Huangside, Mauritius",36,Male,Regular,Yes,5,E0154,Supermarket
T0001137,2023-12-09,S068,P00372,Toys,Board Games,5,996.31,0.03,4832.1,5b133c4c-d95e-4876-921f-fc490f5baffd,Credit Card,"West Duanefurt, Eritrea",43,Male,Regular,No,1,E0027,Supermarket
T0001138,2024-06-26,S007,P00290,Groceries,Snacks,4,552.0,0.07,2053.44,7cc87b05-9ef2-40b3-a4aa-c8c74240fbe6,Online Payment,"Ruthhaven, Congo",34,Female,VIP,No,2,E0013,Online
T0001139,2023-02-07,S041,P00018,Toys,Dolls,1,171.54,0.07,159.53,c8990cd8-8d4c-4d0f-a2bb-5ef3922cb61a,Online Payment,"Port Eddieton, Norfolk Island",46,Male,VIP,Yes,2,E0320,Supermarket
T0001140,2023-07-20,S093,P00131,Electronics,Cameras,10,610.52,0.09,5555.73,d4245e72-8992-416e-9c4d-d1381a3db399,Online Payment,"Port Danielburgh, Bahrain",68,Male,VIP,No,4,E0248,Online
T0001141,2023-11-08,S052,P00176,Electronics,Tablets,2,461.19,0.2,737.9,a094b263-c21e-4f54-ad20-caa54a3af817,Cash,"Port Stevenshire, Vanuatu",44,Female,Regular,Yes,3,E0108,Outlet
T0001142,2023-12-19,S022,P00328,Clothing,Shoes,3,837.31,0.29,1783.47,155fe583-4850-4848-9c69-c8f5a683a7a9,Online Payment,"Dannyland, Bhutan",57,Female,Regular,Yes,3,E0204,Supermarket
T0001143,2023-10-26,S093,P00105,Electronics,Laptops,4,608.02,0.27,1775.42,1cc87be4-d27b-4ebc-bf11-1c0c8100f918,Credit Card,"Gordonfort, Chile",28,Male,Regular,Yes,4,E0167,Outlet
T0001144,2024-05-15,S025,P00115,Furniture,Beds,7,984.18,0.07,6407.01,b179194b-6cc7-4e9e-a945-397d30eb2a60,Cash,"Duncanstad, Ghana",45,Female,VIP,No,4,E0055,Outlet
T0001145,2023-09-09,S067,P00175,Toys,Puzzles,7,770.58,0.2,4315.25,9d9599b9-bdca-41b0-8b9a-9e7c424e5741,Cash,"North Dustinmouth, British Virgin Islands",66,Male,VIP,No,1,E0072,Online
T0001146,2023-10-22,S024,P00720,Furniture,Beds,2,73.36,0.04,140.85,10e3ae24-cb5d-4970-9fdf-87752edeec3e,Credit Card,"East Emilyside, Latvia",60,Male,Regular,No,1,E0089,Online
T0001147,2023-11-03,S042,P00746,Electronics,Tablets,5,974.94,0.22,3802.27,7bb127da-8fef-4b4b-9945-c2aa3c56d8c8,Cash,"Annchester, Chad",62,Male,VIP,Yes,2,E0340,Online
T0001148,2024-03-21,S059,P00707,Electronics,Laptops,1,109.61,0.17,90.98,9b30bc61-035d-4bfe-9a2c-11f8057c5d22,Credit Card,"Seantown, Namibia",51,Male,VIP,Yes,2,E0210,Online
T0001149,2023-07-07,S088,P00972,Toys,Puzzles,10,502.54,0.14,4321.84,1575029a-03b2-4cb5-b7b1-9b75195000db,Credit Card,"Port Danielburgh, Bahrain",35,Male,Regular,No,1,E0318,Online
T0001150,2023-03-06,S053,P00806,Electronics,Tablets,1,656.59,0.15,558.1,0cd31560-e03c-4cbb-a0db-2bd91ed77f5a,Credit Card,"Huangside, Mauritius",36,Female,VIP,Yes,3,E0183,Online
T0001151,2022-09-19,S042,P00718,Toys,Action Figures,4,756.98,0.1,2725.13,96ae1e1c-c0b3-496b-a14c-be71074778e9,Cash,"Christopherberg, Holy See (Vatican City State)",37,Female,Regular,No,2,E0182,Supermarket
T0001152,2023-08-15,S001,P00862,Toys,Dolls,2,565.88,0.03,1097.81,a40e1440-a2ba-41f4-8354-93945691c0bc,Cash,"Dannyland, Bhutan",36,Male,Regular,No,5,E0143,Outlet
T0001153,2022-11-23,S055,P00456,Clothing,Jackets,2,413.43,0.27,603.61,c0eab300-b8cf-491e-98c5-8a789f509350,Cash,"New Jonathan, Andorra",69,Male,Regular,No,2,E0470,Supermarket
T0001154,2024-02-15,S034,P00125,Toys,Dolls,5,841.46,0.15,3576.2,a95f0085-1713-4b8e-b42c-0807cd753a6f,Credit Card,"Thompsonbury, Djibouti",51,Male,Regular,Yes,2,E0402,Online
T0001155,2023-12-29,S027,P00805,Groceries,Snacks,10,8.64,0.26,63.94,75807883-6dca-4e77-a1df-528743e90d8f,Cash,"West Autumnborough, Bahamas",33,Female,Regular,Yes,5,E0362,Supermarket
T0001156,2023-06-11,S030,P00721,Toys,Board Games,10,64.57,0.25,484.27,7497de54-5f9f-487d-a59a-cd03e78d9290,Online Payment,"East Natalie, Guadeloupe",35,Male,VIP,No,2,E0180,Online
T0001157,2023-09-17,S018,P00580,Toys,Puzzles,10,497.25,0.11,4425.52,7298195d-0e62-4e9a-9541-2f6e5d10e494,Cash,"Port Stevenshire, Vanuatu",55,Female,VIP,Yes,4,E0183,Online
T0001158,2024-06-22,S026,P00968,Furniture,Sofas,4,482.31,0.05,1832.78,90cdfd4a-0bf0-42a8-9788-33a0c525ce09,Cash,"Jonesstad, Antarctica (the territory South of 60 deg S)",23,Male,Regular,No,5,E0180,Online
T0001159,2024-03-25,S063,P00511,Clothing,Jackets,5,236.06,0.08,1085.88,912780d6-794a-4906-9606-806da1672645,Online Payment,"Dustinmouth, Estonia",52,Male,Regular,No,3,E0344,Supermarket
T0001160,2022-10-29,S008,P00056,Toys,Board Games,6,803.84,0.05,4581.89,3e78f9f4-41a0-42f9-82ee-dca740cfeaf7,Cash,"New Barbaraville, Guyana",49,Female,VIP,Yes,5,E0020,Outlet
T0001161,2023-02-09,S090,P00930,Toys,Action Figures,10,478.73,0.14,4117.08,7162209e-f047-4c53-b901-c62c42f7b176,Cash,"New Carolfurt, Colombia",48,Male,Regular,No,1,E0006,Outlet
T0001162,2022-12-08,S031,P00987,Toys,Board Games,7,527.62,0.01,3656.41,fee56e14-6ebd-4f23-b6ea-c075d00b069f,Credit Card,"East Amanda, Ecuador",36,Male,VIP,Yes,1,E0209,Online
T0001163,2023-02-06,S054,P00695,Clothing,Shoes,3,331.59,0.26,736.13,9ea4b27e-dc5f-4f1d-940c-52258943bec9,Credit Card,"Juanfurt, Pakistan",28,Female,VIP,Yes,3,E0240,Outlet
T0001164,2022-12-06,S071,P00245,Electronics,Cameras,3,960.91,0.06,2709.77,58202a56-4d32-4834-9e22-c59f4f238968,Credit Card,"New Valerie, Palau",51,Male,Regular,Yes,2,E0037,Outlet
T0001165,2023-07-23,S015,P00742,Groceries,Snacks,4,256.91,0.03,996.81,bb112a90-b611-4cad-a195-2dd27f765de2,Credit Card,"Gordonfort, Chile",30,Female,Regular,Yes,4,E0453,Online
T0001166,2023-11-28,S079,P00004,Furniture,Beds,3,25.37,0.11,67.74,e3c9ea95-e7ec-459f-9565-311224018314,Cash,"Reidmouth, Netherlands Antilles",34,Female,Regular,Yes,5,E0331,Supermarket
T0001167,2024-05-21,S001,P00795,Clothing,Jackets,7,459.56,0.24,2444.86,2385555d-df64-426c-bdd6-ee98b61addd1,Credit Card,"East Emilyside, Latvia",53,Female,VIP,No,1,E0336,Online
T0001168,2023-06-07,S072,P00523,Groceries,Snacks,9,157.05,0.18,1159.03,906f26e0-258b-405e-a903-5a26af5d7d6e,Cash,"Port Danielburgh, Bahrain",30,Male,VIP,No,2,E0354,Outlet
T0001169,2023-11-20,S075,P00322,Clothing,Shoes,10,746.34,0.26,5522.92,572506a4-31c7-4afe-ba50-9e69b768dfd4,Online Payment,"North Dustinmouth, British Virgin Islands",64,Female,Regular,Yes,2,E0012,Online
T0001170,2024-05-24,S043,P00310,Clothing,T-Shirts,7,274.7,0.17,1596.01,9aac2919-36ba-41ec-9eb1-5bcb4f0dcea8,Online Payment,"Lake Maria, Sweden",36,Female,VIP,Yes,5,E0147,Outlet
T0001171,2022-12-18,S008,P00839,Clothing,Jackets,7,381.32,0.3,1868.47,10f2a29b-d292-4016-972d-529c77b5f9a5,Credit Card,"East Emilyside, Latvia",42,Male,Regular,No,1,E0062,Online
T0001172,2023-12-22,S013,P00222,Toys,Action Figures,7,185.06,0.13,1127.02,3950b163-9dac-421c-b60f-48c65acc32f9,Online Payment,"Huangside, Mauritius",21,Male,VIP,No,3,E0475,Supermarket
T0001173,2022-10-28,S026,P00924,Toys,Dolls,8,278.22,0.07,2069.96,2b6cf576-43cb-4863-8d1b-09259d5cd1f5,Cash,"Port Timothy, Gabon",42,Male,Regular,Yes,5,E0425,Online
T0001174,2023-09-28,S058,P00943,Furniture,Sofas,7,843.12,0.05,5606.75,57a5a234-ce5b-44a4-a263-f49a47e2239f,Credit Card,"East Natalie, Guadeloupe",38,Male,Regular,Yes,2,E0142,Outlet
T0001175,2024-05-18,S087,P00047,Clothing,Jeans,5,155.36,0.17,644.74,6ccf46b3-3f06-4b4a-82f2-ebf7e793318c,Credit Card,"Lake Phillip, Guyana",20,Female,Regular,Yes,3,E0115,Supermarket
T0001176,2023-06-02,S061,P00665,Groceries,Vegetables,8,952.9,0.05,7242.04,ab49e848-b7a2-4c37-a8c1-90393e0ba08a,Cash,"New Jonathan, Andorra",52,Male,Regular,Yes,3,E0123,Outlet
T0001177,2023-01-14,S016,P00621,Furniture,Chairs,2,285.04,0.02,558.68,f9980363-325f-4c87-8c6d-f1720b76d1a3,Online Payment,"South Cherylside, Sudan",39,Male,Regular,Yes,4,E0104,Supermarket
T0001178,2022-10-25,S044,P00926,Furniture,Sofas,8,493.75,0.22,3081.0,a27f24a7-1912-4d6b-b4f4-89b5c209232e,Online Payment,"Markview, Suriname",26,Male,VIP,Yes,4,E0259,Online
T0001179,2022-12-19,S017,P00483,Furniture,Tables,7,484.39,0.11,3017.75,bb3d63f0-90fc-4586-82a5-2d69c5ea3496,Cash,"Lake Rogershire, Mali",59,Male,Regular,No,1,E0360,Outlet
T0001180,2023-05-18,S020,P00336,Clothing,Jeans,4,91.91,0.05,349.26,e431128f-dc82-42b3-b5eb-5e08370e89e9,Credit Card,"North Stevenland, Albania",60,Male,VIP,Yes,1,E0372,Online
T0001181,2024-02-17,S024,P00988,Toys,Board Games,3,593.33,0.12,1566.39,cc539018-29b0-4265-8f6d-58d77f82fbb7,Online Payment,"Dannyland, Bhutan",38,Female,VIP,No,3,E0404,Online
T0001182,2023-10-03,S015,P00103,Groceries,Dairy,8,496.57,0.26,2939.69,2af8ae2b-aac5-4592-893f-82c7ae2eca83,Credit Card,"East Aaronchester, Angola",22,Male,Regular,Yes,5,E0002,Supermarket
T0001183,2024-01-01,S038,P00916,Furniture,Sofas,7,577.63,0.18,3315.6,fa21a220-b391-4f96-9915-c2e5e019c336,Online Payment,"Martinstad, Guinea",38,Male,Regular,Yes,4,E0498,Outlet
T0001184,2023-10-15,S098,P00812,Groceries,Dairy,4,405.28,0.28,1167.21,ee9e8891-416a-4338-a0b2-3cf30a20f340,Credit Card,"Wheelermouth, Greece",47,Female,Regular,No,3,E0093,Online
T0001185,2022-10-08,S018,P00968,Toys,Board Games,5,851.22,0.19,3447.44,c8b739a0-deae-455d-9e73-2666d430b844,Online Payment,"West Thomas, Isle of Man",24,Female,VIP,No,5,E0287,Outlet
T0001186,2022-12-09,S072,P00460,Toys,Action Figures,10,827.25,0.08,7610.7,9e719742-5e8e-4b85-9a3c-d9c39bb78ecb,Credit Card,"Ruthhaven, Congo",51,Female,VIP,Yes,1,E0212,Online
T0001187,2023-07-19,S033,P00991,Electronics,Tablets,10,848.24,0.14,7294.86,e1109e52-b765-4108-bf58-3a3845ef7805,Cash,"Bethburgh, Slovakia (Slovak Republic)",64,Female,Regular,No,5,E0134,Outlet
T0001188,2024-03-13,S034,P00109,Toys,Puzzles,8,154.92,0.23,954.31,794a79e8-d172-46fe-92cd-1ec033dec586,Online Payment,"Port Danielburgh, Bahrain",64,Male,Regular,No,2,E0007,Supermarket
T0001189,2024-01-13,S065,P00306,Groceries,Snacks,6,88.88,0.24,405.29,bbaaff9c-b5cf-4b2a-aa6f-0305c7681325,Online Payment,"Lake Nina, Cyprus",28,Male,Regular,No,4,E0225,Supermarket
T0001190,2023-02-17,S095,P00056,Groceries,Vegetables,8,735.89,0.13,5121.79,8f7e6769-4fa3-4062-b53d-0d69e9034dc8,Cash,"Christopherberg, Holy See (Vatican City State)",19,Male,Regular,No,3,E0031,Supermarket
T0001191,2022-10-14,S087,P00227,Toys,Action Figures,9,407.04,0.11,3260.39,5e814760-655f-4d3e-9f72-320e2dbda500,Cash,"New Valerie, Palau",18,Male,Regular,Yes,5,E0212,Online
T0001192,2024-03-22,S084,P00051,Clothing,Jeans,9,610.7,0.14,4726.82,6f0c9c54-9b5f-42d1-ae62-8e789248845c,Online Payment,"Thompsonbury, Djibouti",66,Female,VIP,Yes,1,E0082,Outlet
T0001193,2024-02-24,S053,P00766,Groceries,Fruits,5,619.92,0.17,2572.67,bf74c5f3-85e3-4220-90d2-b5dff0c967bc,Online Payment,"Samanthaville, Bermuda",34,Female,Regular,Yes,4,E0005,Online
T0001194,2024-05-25,S087,P00510,Toys,Dolls,9,156.24,0.26,1040.56,8e36e36d-5d32-4b8a-a2d1-9a8666b9b4b9,Online Payment,"East Timothy, Seychelles",70,Female,Regular,Yes,1,E0155,Outlet
T0001195,2023-05-16,S028,P00068,Furniture,Sofas,9,288.12,0.11,2307.84,297edacd-680c-4ec5-866e-6ebed24a5d22,Cash,"Port Stevenshire, Vanuatu",28,Male,Regular,No,3,E0178,Supermarket
T0001196,2023-09-21,S046,P00102,Furniture,Chairs,4,889.6,0.1,3202.56,ebedaf3c-c715-4ae3-bca9-f459c90547f5,Online Payment,"Cindychester, Belarus",68,Male,Regular,Yes,3,E0098,Outlet
T0001197,2024-07-27,S044,P00242,Groceries,Fruits,5,101.32,0.03,491.4,2d776db1-d9e5-4362-90ab-27f3cbada073,Online Payment,"North John, Cocos (Keeling) Islands",28,Male,Regular,No,1,E0488,Supermarket
T0001198,2023-09-26,S049,P00530,Groceries,Dairy,1,647.5,0.1,582.75,e730f60c-27b7-45ab-a660-b182b86e15a9,Online Payment,"Dannyland, Bhutan",41,Female,VIP,No,4,E0353,Supermarket
T0001199,2024-07-12,S065,P00926,Clothing,Jeans,7,43.19,0.01,299.31,651290f5-6f18-4800-a6ce-80365aeb4207,Credit Card,"Lake Maria, Sweden",53,Male,Regular,No,2,E0178,Outlet
T0001200,2022-09-28,S062,P00811,Electronics,Laptops,10,245.71,0.17,2039.39,0df422b9-635e-4248-bced-613c0221d80b,Credit Card,"New Micheleview, Paraguay",28,Male,VIP,No,3,E0132,Outlet
T0001201,2023-12-28,S064,P00275,Groceries,Snacks,1,955.38,0.03,926.72,ff8a76f2-0fcd-4b45-bb84-4a6817b115ed,Cash,"North Stevenland, Albania",18,Female,Regular,No,5,E0220,Outlet
T0001202,2022-11-25,S099,P00923,Electronics,Laptops,7,53.08,0.13,323.26,8145de38-eabc-49fe-a2e7-f4b946c71733,Cash,"Dannyland, Bhutan",57,Female,Regular,No,3,E0223,Online
T0001203,2024-05-24,S094,P00259,Groceries,Fruits,6,361.29,0.05,2059.35,dc0f3082-13bd-447e-9da6-f6d5a5b514f3,Cash,"Lake Emilychester, Wallis and Futuna",19,Female,Regular,Yes,3,E0089,Online
T0001204,2024-02-12,S025,P00362,Groceries,Snacks,8,864.68,0.25,5188.08,73e55194-3689-4c07-b1e7-5d2cc4abce0b,Credit Card,"Juanfurt, Pakistan",60,Male,Regular,No,1,E0337,Supermarket
T0001205,2022-10-18,S007,P00643,Groceries,Dairy,7,384.61,0.06,2530.73,8fab60c0-a4c8-45d3-b28c-e0e40d017f46,Credit Card,"West Thomas, Isle of Man",53,Male,VIP,No,1,E0224,Supermarket
T0001206,2023-02-08,S014,P00368,Toys,Puzzles,6,420.85,0.19,2045.33,552946bb-e7e6-4296-89aa-ec714c1b4f31,Online Payment,"Lawrencefort, Senegal",32,Female,VIP,No,1,E0162,Outlet
T0001207,2023-11-20,S024,P00808,Groceries,Snacks,4,922.53,0.13,3210.4,47f6945c-dd2e-4e34-a711-469a54a4efd3,Cash,"North Daniel, Lithuania",50,Male,Regular,No,2,E0303,Online
T0001208,2022-10-26,S022,P00660,Toys,Dolls,6,626.59,0.01,3721.94,ff85bbe1-e49e-4201-8c87-af775076ee3e,Credit Card,"Mcdanielshire, Palau",24,Female,VIP,Yes,3,E0013,Supermarket
T0001209,2024-02-10,S029,P00894,Clothing,Jackets,10,963.73,0.23,7420.72,6c0f5db2-acb6-4d20-a3b9-f9e1af41708a,Cash,"Martinstad, Guinea",51,Female,VIP,Yes,5,E0218,Online
T0001210,2023-02-20,S036,P00005,Electronics,Cameras,9,704.54,0.14,5453.14,46d6cc09-f839-472b-8f20-888fe9347ee1,Online Payment,"East Charles, Macedonia",66,Female,Regular,Yes,2,E0002,Supermarket
T0001211,2022-12-09,S023,P00625,Furniture,Beds,2,278.76,0.27,406.99,ba9b14c7-c804-41d9-9bf0-acf991b7d2f6,Online Payment,"Wheelermouth, Greece",28,Male,VIP,Yes,1,E0427,Supermarket
T0001212,2022-12-27,S030,P00712,Clothing,Jeans,9,474.25,0.05,4054.84,34cf440b-f66c-4734-8410-4f081749f379,Credit Card,"Port Joemouth, Guernsey",53,Female,VIP,Yes,2,E0351,Outlet
T0001213,2023-10-05,S089,P00250,Clothing,T-Shirts,3,329.51,0.03,958.87,990fcc7b-a82b-4d05-9764-96e6036405b4,Cash,"Jonesstad, Antarctica (the territory South of 60 deg S)",62,Male,VIP,No,2,E0257,Outlet
T0001214,2024-07-07,S012,P00929,Clothing,Shoes,3,226.42,0.07,631.71,d0885fb3-4736-4170-8975-3f30f021a401,Cash,"New Barbaraville, Guyana",67,Male,Regular,Yes,2,E0410,Online
T0001215,2024-02-04,S026,P00958,Electronics,Smartphones,3,770.09,0.2,1848.22,63ef4099-dc5a-4b41-967b-2414b9e01fff,Credit Card,"Lake William, Senegal",48,Female,VIP,No,4,E0257,Supermarket
T0001216,2023-12-17,S068,P00360,Clothing,Shoes,6,785.35,0.19,3816.8,80be4068-ed2b-4af8-9ffe-e24534fc73b8,Online Payment,"Lake Nina, Cyprus",46,Female,Regular,Yes,5,E0243,Supermarket
T0001217,2024-04-07,S074,P00151,Groceries,Dairy,2,979.23,0.18,1605.94,e177ac07-2948-4ab5-b6b4-613a56a9fd43,Online Payment,"Bethburgh, Slovakia (Slovak Republic)",40,Male,VIP,Yes,4,E0203,Supermarket
T0001218,2024-02-13,S060,P00724,Clothing,Jeans,8,151.43,0.24,920.69,a0822e15-c124-471c-ae8c-cc5bbb9971fc,Online Payment,"South Kimberly, Albania",25,Female,Regular,No,2,E0415,Online
T0001219,2024-02-17,S005,P00154,Groceries,Fruits,4,929.78,0.14,3198.44,c3edf55d-566e-4762-8d07-c0044040fee6,Credit Card,"South John, Montenegro",23,Female,Regular,Yes,5,E0258,Online
T0001220,2024-05-06,S052,P00161,Groceries,Dairy,4,729.91,0.04,2802.85,ec0e14a2-9657-4bf3-b9f6-672528f3bc02,Online Payment,"West Thomas, Isle of Man",36,Female,Regular,Yes,5,E0050,Outlet
T0001221,2023-06-10,S085,P00380,Clothing,Jackets,7,191.49,0.24,1018.73,a12b167b-b05d-4771-971f-9d5d07f3f317,Credit Card,"Lake Rogershire, Mali",35,Male,Regular,Yes,5,E0419,Online
T0001222,2024-04-10,S068,P00685,Clothing,T-Shirts,10,646.26,0.12,5687.09,f739c5e7-2520-4c24-9f65-a0da56b19830,Cash,"West Thomas, Isle of Man",24,Male,Regular,Yes,2,E0395,Outlet
T0001223,2022-09-20,S004,P00939,Toys,Board Games,6,652.31,0.05,3718.17,d633fe11-9f74-49a5-a5e6-f6848bb68411,Credit Card,"New Jonathan, Andorra",48,Male,Regular,Yes,2,E0166,Supermarket
T0001224,2023-12-01,S098,P00548,Furniture,Chairs,2,312.59,0.04,600.17,bf4c3ca9-5f8d-4550-9284-4a527945f049,Cash,"Sonyamouth, Georgia",38,Female,Regular,Yes,3,E0201,Supermarket
T0001225,2023-07-28,S026,P00147,Toys,Dolls,6,803.28,0.23,3711.15,0fea88e4-927e-4e68-9eba-a1cb1d2d0fd1,Online Payment,"South Kimberly, Albania",54,Female,VIP,Yes,4,E0347,Online
T0001226,2023-04-10,S001,P00765,Toys,Dolls,9,245.68,0.11,1967.9,187574cf-0824-4108-b80f-0fca80d4cea1,Cash,"Michelleberg, Mongolia",61,Male,VIP,Yes,1,E0284,Supermarket
T0001227,2023-05-10,S051,P00042,Groceries,Snacks,7,833.43,0.02,5717.33,d87c5768-abeb-4a34-83e0-e27b434461e9,Online Payment,"North Stevenland, Albania",19,Female,Regular,No,5,E0296,Outlet
T0001228,2024-01-21,S037,P00575,Furniture,Chairs,7,223.38,0.02,1532.39,faf0c2c8-15fb-48a0-8fa3-7508932e4000,Online Payment,"Samanthaville, Bermuda",49,Female,Regular,No,5,E0396,Supermarket
T0001229,2022-11-04,S014,P00151,Electronics,Tablets,5,537.4,0.18,2203.34,868e7574-7d6e-4303-bafd-f8c8ac7d8c07,Credit Card,"East Charles, Macedonia",62,Female,Regular,No,4,E0257,Outlet
T0001230,2024-04-22,S004,P00822,Groceries,Snacks,7,635.63,0.13,3870.99,7780e962-3df3-47d9-8d6b-612e1be8451d,Cash,"West Autumnborough, Bahamas",53,Male,VIP,No,1,E0066,Outlet
T0001231,2023-03-28,S004,P00241,Groceries,Dairy,9,683.32,0.07,5719.39,51792419-6b5a-4ad4-baf8-467adc69528d,Online Payment,"Parkbury, Ethiopia",42,Male,Regular,Yes,3,E0136,Online
T0001232,2024-05-14,S048,P00728,Furniture,Sofas,10,137.12,0.22,1069.54,a097832c-b31a-45ea-a5a6-799f6c5f5567,Cash,"Annchester, Chad",51,Female,Regular,Yes,1,E0096,Online
T0001233,2022-10-25,S084,P00141,Furniture,Sofas,3,154.16,0.2,369.98,7fe3376e-f609-4233-ba70-84fa91d20e4d,Cash,"Lake Diana, Nepal",26,Male,VIP,No,2,E0415,Supermarket
T0001234,2023-07-11,S082,P00009,Electronics,Cameras,6,121.07,0.28,523.02,6980327f-2b37-46eb-a2ff-e933381b4553,Cash,"South John, Montenegro",59,Female,Regular,No,3,E0317,Online
T0001235,2023-03-16,S056,P00618,Electronics,Tablets,2,561.6,0.1,1010.88,ea2a70a7-1eeb-4c23-a25e-790553a3c611,Online Payment,"Port Joemouth, Guernsey",26,Female,VIP,No,3,E0111,Supermarket
T0001236,2024-07-21,S010,P00586,Electronics,Smartphones,1,728.54,0.26,539.12,dd543bc1-6d9f-4cdd-9687-fea510635d83,Cash,"Port Stevenshire, Vanuatu",57,Male,Regular,No,5,E0125,Online
T0001237,2023-09-25,S041,P00392,Groceries,Snacks,4,606.17,0.3,1697.28,49bd6bc0-5759-46be-ae5b-a63f033ac9cf,Online Payment,"Michaelmouth, Russian Federation",28,Male,VIP,Yes,2,E0135,Outlet
T0001238,2023-04-23,S012,P00740,Groceries,Snacks,8,262.51,0.23,1617.06,b5c1b2a1-9aae-47ba-8fab-aa68aebf22ce,Cash,"Kellyfort, Bhutan",35,Male,VIP,Yes,4,E0437,Supermarket
T0001239,2023-10-09,S092,P00414,Toys,Puzzles,6,258.24,0.23,1193.07,705439dc-1481-4d0e-a627-c8a446e2cd81,Cash,"East Samantha, Korea",29,Female,Regular,No,4,E0370,Outlet
